,geo,id,created_at,text,author_id,lang,public_metrics,description,name,id,verified,protected,location,username,country_code,country,name,geo,full_name,place_type,id
10,{'place_id': '67b98f17fdcf20be'},1498365252584587264,2022-02-28T18:31:29.000Z,"Public protests at people’s homes must have reasonable limits. These demonstrations are hurting our neighbors, seniors, persons w/disabilities, veterans &amp; young children.  Now is the  time to come together as a city &amp; country to treat each other with empathy, respect &amp; dignity! https://t.co/ZyZimXGVM2",4885523950,en,"{'retweet_count': 2, 'reply_count': 24, 'like_count': 29, 'quote_count': 3}",mom to 3 perfectly imperfect kids and 1 frenchie puppy • happy wife to @andyojones • coach for new moms • autism advocate • ☮️ 🤟🏻⚖️🌎 #SmithLemliOpitzSyndrome,Kate Duren🗽,74171579,False,False,"Davis, California",kateduren,US,United States,Los Angeles,"{'type': 'Feature', 'bbox': [-118.668404, 33.704538, -118.155409, 34.337041], 'properties': {}}","Los Angeles, CA",city,3b77caf94bfc81fe
11,{'place_id': '0e5b34f0ae546000'},1497619177703624720,2022-02-26T17:06:51.000Z,"If you haven’t heard of Dutton Farm, check it out! “Empowering and supporting adults with disabilities to live a life of purpose, inclusion and dignity.” https://t.co/9cEe23ZLh2",551830066,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Permanent Observer to the UN & Head of Delegation for the ICRC in NYC @ICRC_NYC,Laetitia Courtois ICRC,810624075701882880,False,False,"New York, USA",LCourtoisICRC,US,United States,Davis,"{'type': 'Feature', 'bbox': [-121.803252, 38.526843, -121.675074, 38.590264], 'properties': {}}","Davis, CA",city,1994142e26ba7127
12,{'place_id': '3b77caf94bfc81fe'},1492567625209049091,2022-02-12T18:33:47.000Z,"People with mental disabilities deserve dignity and to be part of the fabric of our communities. It’s required by the ADA.
@LACityCouncil @LACountyBOS @AsmDems @CASenateDems @SenateDems @HouseDemocrats https://t.co/dLUU5hdepe",1340870928117374977,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Beady-eyed associate prof,Classroom Hamster,954190106251837441,False,False,"Seattle, WA",tasteslikesocks,US,United States,Manhattan,"{'type': 'Feature', 'bbox': [-74.026675, 40.683935, -73.910408, 40.877483], 'properties': {}}","Manhattan, NY",city,01a9a39529b27f36
13,{'place_id': '1994142e26ba7127'},1468357124694560768,2021-12-07T23:09:53.000Z,"“Normalizing the term profound autism will help families more efficiently access the supports and services they need, giving people the best chance to live fulfilling lives with dignity.”

🧩 🧩 🧩 🧩 🧩 🧩

Anyone who believes that #autism isn’t a disability hasn’t met my son.🧡 https://t.co/9hmOSQGSZ7",74171579,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Vice President of Student Affairs & Dean of Students || Criswell College,Luis Juárez,349105643,False,False,"Dallas, TX",Luis__Juarez,US,United States,Seattle,"{'type': 'Feature', 'bbox': [-122.436232, 47.4953154, -122.2249728, 47.734319], 'properties': {}}","Seattle, WA",city,300bcc6e23a88361
14,{'place_id': '01a9a39529b27f36'},1466838658271621120,2021-12-03T18:36:03.000Z,"Asiati is one of more than a billion people in the world with some form of disability. That's 15% of the world's population.

Everyone deserves to live with dignity. #EveryoneIncluded #IDPWD21 https://t.co/ArEOKjDjQ5",810624075701882880,en,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 22, 'quote_count': 2}",I am a Game Designer/ Writer,J.S. Clark,2993909086,False,False,"San Jose, CA",TheBlueArcadian,US,United States,Forney,"{'type': 'Feature', 'bbox': [-96.491676, 32.69623, -96.387296, 32.778267], 'properties': {}}","Forney, TX",city,0059ce31696ebaf7
15,{'place_id': '300bcc6e23a88361'},1463362551824084992,2021-11-24T04:23:14.000Z,"@Cooperstreaming @amazingannalise FWIW, that’s not been my experience of the accommodations office at my U. Many of the people who work there have disabilities themselves, and they’re passionate about ensuring access and dignity for all. But your experience is different, and that’s unfair and wrong and I’m sorry.",954190106251837441,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",NGO: Social Ethics & Cultural Immersion. Shop our curated style selection on @Forbes endorsed @Shoptiques 🏳️‍🌈🇰🇪🇹🇿🇬🇭🇨🇫🇨🇩🇿🇦🇮🇳🇺🇸🇨🇴🇯🇵🇭🇰🇨🇳,LHo Creations,99813415,False,False,Noblesville & Bentonville,LHoCreations,US,United States,San Jose,"{'type': 'Feature', 'bbox': [-122.035311, 37.193164, -121.71215, 37.469154], 'properties': {}}","San Jose, CA",city,7d62cffe6f98f349
16,{'place_id': '0059ce31696ebaf7'},1460924535734157314,2021-11-17T10:55:26.000Z,"As I celebrate another year of life, I have chosen to support @JoniandFriends. Joni was the 2019 award recipient at the @CriswellCollege Legacy Awards Gala. They envision a world where every person with a disability finds hope, dignity, and their place in the body of Christ. https://t.co/1FZzG58ylJ",349105643,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Chief of Advocacy and Campaigns for @CaringAcrossGen Advocating and organizing for care at state and Federal level. Opinions are my own.,Nicole Jorwic,425347261,False,False,"District of Columbia, USA",NJorwic,US,United States,Centerton,"{'type': 'Feature', 'bbox': [-94.320894, 36.335994, -94.2522705, 36.3763597], 'properties': {}}","Centerton, AR",city,0097489a070474a6
17,{'place_id': '7d62cffe6f98f349'},1454208300401115139,2021-10-29T22:07:31.000Z,"@OctopusGilded My biggest recommendation is talking to a few people from the community you wish to add. Ask them what would a good character with that disability be, then also treat them like a normal character with dignity. Most people are more than just the disability. So that's important.",2993909086,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","Outspoken.Good💖but take no💩!Proudly💙🌊💉! 
Ally to✊🏿✊🏽✊, 🌈,🌎.
NO DMs! #WearAMask #GetVaccinated #StrongerTogether",ScooterMama36f,70525947,False,False,"Florida, USA",stacie36f,US,United States,Washington,"{'type': 'Feature', 'bbox': [-77.119401, 38.801826, -76.909396, 38.9953797], 'properties': {}}","Washington, DC",city,01fbe706f872cb32
18,{'place_id': '0097489a070474a6'},1451675970952441864,2021-10-22T22:24:56.000Z,"A better way to support workers with disabilities.

EVERYONE deserves dignity and respect in their workplace. 

#Equality https://t.co/Ya1oQ4Xs8m",99813415,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Hoops, Drag, Far Left, Recovery, Housing, Mutual Aid, Undetectable, Funny.",Not sure what to put here atm.,1419675128196173833,False,False,"Mpls, MN and sometimes EC, WI",thomaswikjr3,US,United States,South Apopka,"{'type': 'Feature', 'bbox': [-81.53958, 28.631053, -81.457941, 28.676887], 'properties': {}}","South Apopka, FL",city,00e0e6552e44338b
19,{'place_id': '01fbe706f872cb32'},1451559198064529412,2021-10-22T14:40:56.000Z,What an important and major recognition by @POTUS that in order to  #BuildBackBetter we must invest in #Medicaid #HCBS so people with disabilities and aging adults can live with dignity in their homes and communities #CareCantWait https://t.co/U0Cvdgpe1W,425347261,en,"{'retweet_count': 14, 'reply_count': 2, 'like_count': 58, 'quote_count': 2}","Official Twitter account for Rep. Jan Schakowsky, Illinois 9th Congressional District",Jan Schakowsky,24195214,True,False,"Chicago, IL",janschakowsky,US,United States,Minneapolis,"{'type': 'Feature', 'bbox': [-93.329515, 44.889964, -93.194578, 45.051257], 'properties': {}}","Minneapolis, MN",city,8e9665cec9370f0f
20,{'place_id': '00e0e6552e44338b'},1450518170192732166,2021-10-19T17:44:15.000Z,"It's the biggest increase I've gotten since being disabled in 2003. But, on my end, calling it ""massive"" is a stretch. Increases have never kept up with true cost of living, neither will this. I'll barely break $1k/mo. Every year I lose more. There's no dignity on disability. https://t.co/7SDcPSJtRd",70525947,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Best wishes, warmest regards 🌻 here for all things Schitt's Creek 🌻 LGBTQIA+ ally 🌻 #BLM 🌻 🌊🌊🌊",Sarah Andrea 🌻🇺🇦,1324792900190900226,False,False,the mitten state,desertdaisysc,US,United States,United States Capitol,"{'type': 'Feature', 'bbox': [-77.00905323028564, 38.89003073572137, -77.00905323028564, 38.89003073572137], 'properties': {}}",United States Capitol,poi,12bb1f85fc575000
21,{'place_id': '8e9665cec9370f0f'},1448754328064430086,2021-10-14T20:55:23.000Z,"I don’t get it, like say someone gets $900 a month on disability. That’s $10,800 a year. That’s what some of these officers are getting a month after terrorizing us.  I don’t understand how don’t have UBI and treat poor, disabled with respect and dignity. 😡",1419675128196173833,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","$SerenaAlbright 💌 Venmo SerenaDawn
💒 Ordained Minister 💍 Notary Agent✍🏼
Endo Warrior 🎗 
 SN Mama 🧩",🎗 Serena 💃🏻 Unapologetically Me,1011312692173463555,False,False,"Atlanta, GA",SerenaAlbright,US,United States,Michigan,"{'type': 'Feature', 'bbox': [-90.4181075, 41.696088, -82.122971, 48.306272], 'properties': {}}","Michigan, USA",admin,67d92742f1ebf307
22,{'place_id': '12bb1f85fc575000'},1448024680045109251,2021-10-12T20:36:01.000Z,"Wealth and income should not determine whether someone can age and live with dignity. Whether you are a senior, a person with a disability, or a family caregiver – everyone deserves to be able to take care of their family and age in place. #HCBS #CareCantWait #BuildBackBetter",24195214,en,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 14, 'quote_count': 0}",@AAPD Pres & CEO. Fmr @MOPD_Houston @obamawhitehouse | Labor Dept. @LSMSA | @EmoryUniversity Alumn. She/Her,Maria Town,3240983561,True,False,"Washington, DC",maria_m_town,US,United States,Georgia,"{'type': 'Feature', 'bbox': [-85.605166, 30.355644, -80.742567, 35.000771], 'properties': {}}","Georgia, USA",admin,7142eb97ae21e839
23,{'place_id': '67d92742f1ebf307'},1446122110288424974,2021-10-07T14:35:53.000Z,"I would never think it's ok to ask unsolicited, private questions of a random stranger. Or at least they could ask in a more polite way.

Point being, people with disabilities are people, too. We all deserve dignity and respect. Think before you ask.",1324792900190900226,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Running for U.S. Senate in WI. Fighting for the #ExhaustedMajority. Political reformer. @MActionProject founder. Musician. @UWMadison #Badger. @Packers owner,Steven Olikara,72365128,True,False,"Milwaukee, WI",StevenOlikara,US,United States,Elmhurst,"{'type': 'Feature', 'bbox': [-87.9691933, 41.8477693, -87.915373, 41.9316796], 'properties': {}}","Elmhurst, IL",city,222efb7ee8b98c58
24,{'place_id': '7142eb97ae21e839'},1445151668438458371,2021-10-04T22:19:42.000Z,"MGMT is hugely responsible for how you treat your employees. Employees/applicants deserve to be treated with dignity, esp those w/( invisible) #disabilities . Nobody should be forced to work for circus peanuts and be treated like 2nd class citizens. #georgia #wageshortage",1011312692173463555,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Daughter, Wife, Mother, Advocate for Human Rights, Advocate for Disability, and Minority Rights",Andrea Bejarano-Robinson,3249883020,False,False,"South Carolina, USA",ajwolflover,US,United States,Wisconsin,"{'type': 'Feature', 'bbox': [-92.889433, 42.491921, -86.24955, 47.309715], 'properties': {}}","Wisconsin, USA",admin,7dc5c6d3bfb10ccc
25,{'place_id': '01fbe706f872cb32'},1444883589695422464,2021-10-04T04:34:27.000Z,This is a heinous and deeply hurtful concept for a show. Pull the plug on “Dinner and Dissection” ITAE Productions. Joseph Merrick deserves to be treated with dignity and respect as do all Disabled people. Push back. Sign the petition. https://t.co/I8YbLr8MxX,3240983561,en,"{'retweet_count': 48, 'reply_count': 0, 'like_count': 74, 'quote_count': 7}",Mom - Oma -  Connective Tissue  & Rare Disease Patient Advocate - ePAG  ♿ (words are mine own),Charissa Frank,21185054,False,False,Belgium,CharissaFrank,US,United States,City Hall Plaza,"{'type': 'Feature', 'bbox': [-71.0594770704397, 42.359652230450386, -71.0594770704397, 42.359652230450386], 'properties': {}}",City Hall Plaza,poi,0fc2ea9c5894f000
26,{'place_id': '222efb7ee8b98c58'},1443947945204793371,2021-10-01T14:36:32.000Z,“Activists are succeeding in extending the disability rights revolution in the interest of fundamental human rights and dignity.” #CareCantWait that’s why we are all working together https://t.co/FAnR3ZT5J1,425347261,en,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}","President Sarah Nichols, MJE, presides at all JEA meetings and sees that all orders and resolutions of the board of directors are enacted.","Sarah Nichols, JEA",306285116,False,False,Kansas State University,jeapresident,US,United States,Honea Path,"{'type': 'Feature', 'bbox': [-82.415466, 34.432759, -82.376925, 34.465991], 'properties': {}}","Honea Path, SC",city,8b2670fba369d3c5
27,{'place_id': '7dc5c6d3bfb10ccc'},1443683418664013825,2021-09-30T21:05:24.000Z,"We've been on a Dignity Tour, centering the voices of people historically left out of politics: farmers, vets, students, formerly incarcerated, Black entrepreneurs, people w disabilities. Let’s elevate more voices from across WI - please chip in $20 today:
https://t.co/CaoqYPoJt7 https://t.co/WkKdSHFRqq",72365128,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}",I'm officially finished with ignoring abhorrent people. Approach with extreme caution. $Peebeaux 103110 (cashapp) .@CherylMarlin (paypal),Peebeaux's Housefire,858509735607361536,False,False,the fetal position/floor,cheryl_marlin,US,United States,Virginia,"{'type': 'Feature', 'bbox': [-83.67529, 36.540739, -75.16644, 39.466012], 'properties': {}}","Virginia, USA",admin,5635c19c2b5078d1
28,{'place_id': '0fc2ea9c5894f000'},1428144298348924938,2021-08-18T23:58:29.000Z,Thank you @alexjgray for inviting me &amp; @BOSCityCouncil colleagues to participate in today’s challenge.Let’s continue our important work together to ensure Boston is accessible &amp; equitable for all residents. Persons with disabilities must always be treated with dignity &amp; respect. https://t.co/dYQacqiX4I,4885523950,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 37, 'quote_count': 4}","born on a farm, live in the city, gay online (he/him)(הוא/אתו)",@taber@woof.group,907612831687888897,False,False,"Richmond, VA",cakesandcourage,US,United States,Rocklin,"{'type': 'Feature', 'bbox': [-121.312069, 38.769833, -121.189258, 38.840837], 'properties': {}}","Rocklin, CA",city,c98b6d080d712840
29,{'place_id': '8b2670fba369d3c5'},1427961570567544834,2021-08-18T11:52:23.000Z,"""100% of the human race will become disabled either permanently or temporary."" I have been saying this since I can remember. Treat us with respect and dignity. Remember one day you will join us and we will welcome you. The disability community is strong and we have awsome allies.",3249883020,en,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,RICDHH,925027385350684672,False,False,"Providence, RI",RICDHH,US,United States,Copley Square,"{'type': 'Feature', 'bbox': [-71.07693375573085, 42.34982428518134, -71.07693375573085, 42.34982428518134], 'properties': {}}",Copley Square,poi,07d9db563c882001
30,{'place_id': '7dc5c6d3bfb10ccc'},1427454672965619715,2021-08-17T02:18:09.000Z,"We spent the last 2 months on a Dignity Tour around WI listening to community member historically left out of our politics-farmers, formerly incarcerated, people with disabilities, Black entrepreneurs, vets. Wisconsinites deserve a more inclusive form of politics &amp; #DignityForAll https://t.co/Uv7soTCfaT",72365128,en,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 15, 'quote_count': 0}",I am transnational adoptee from Latvia. i arrived in US in 94. I devote a Christian. I am am member of I/DD community! I am autistic.,ivan,2915292163,False,False,Pierce County WA,lauralovesian1,US,United States,Dallas,"{'type': 'Feature', 'bbox': [-96.977527, 32.620678, -96.54598, 33.019039], 'properties': {}}","Dallas, TX",city,18810aa5b43e76c7
31,{'place_id': '5635c19c2b5078d1'},1426637708215062545,2021-08-14T20:11:49.000Z,I LOVE flying with @united. They have treated me with dignity and made flying with a disability enjoyable. Thank you!,21185054,en,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}","Your friendly neighborhood propagandist▪️I don’t do work biz on this channel.▪️Current HTs: #TodaysBouquet, #Bugs",Mike Healey,1098672198,False,False,The City-State of Rhode Island,Panglossus,US,United States,Richmond,"{'type': 'Feature', 'bbox': [-77.601044, 37.447046, -77.385297, 37.61272], 'properties': {}}","Richmond, VA",city,00f751614d8ce37b
32,{'place_id': 'c98b6d080d712840'},1420873758684835841,2021-07-29T22:27:57.000Z,"Glad to see these areas referenced specifically: “the freedom and dignity of human beings, the rights of a free and independent press, the right to thrive in society without facing discrimination on the basis of race, ethnicity, gender, sexual identity, disability, or religion.”",306285116,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",State Senator in Omaha's District 8. Vice Chair of Urban Affairs. Bi queen. Abolish ICE. She/her.,Senator Megan Hunt 😷,871866650244632578,True,False,"Omaha, NE",NebraskaMegan,US,United States,Cranston,"{'type': 'Feature', 'bbox': [-71.5504625, 41.730422, -71.377473, 41.807454], 'properties': {}}","Cranston, RI",city,4015afc69a8a8506
33,{'place_id': '07d9db563c882001'},1420845565827497987,2021-07-29T20:35:55.000Z,"Honored to attend ADA Day at Copley Square Park w/  @DisabilityBOS Commissioner Kristen McCosh &amp; @MayorKimJaney. We will continue to work together to ensure accessibility, inclusion, respect &amp; dignity for persons with disabilities. Disability rights are human rights! #bospoli https://t.co/4QVb5WtYGF",4885523950,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Jill of many trades - master of some. Paralympian. Person. Model 💁🏻‍♀️ Host 🎙Americas Record long jump. 🦿Performance Psychology Consulting. She/Her,Lacey J Henderson,52918149,True,False,"Denver, CO",lacesyourfriend,US,United States,Lacey,"{'type': 'Feature', 'bbox': [-122.839662, 46.9594626, -122.691155, 47.119369], 'properties': {}}","Lacey, WA",city,0084a2ce4881fa56
34,{'place_id': '18810aa5b43e76c7'},1419756141970694149,2021-07-26T20:26:56.000Z,"Unless they INCREASE SSI and SSDI ""benefit"" levels ($$$) SIGNIFICANTLY ""living with dignity"" is not possible.

 https://t.co/1opLCRbzda",858509735607361536,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}","Terri Cortvriend, RI State Rep District 72 serving Middletown and Portsmouth, former Chair and Member of Portsmouth School Committee, Owner Ocean Link, Inc",Terri Cortvriend,17308869,False,False,"Portsmouth, RI",TerriCortvriend,US,United States,Providence,"{'type': 'Feature', 'bbox': [-71.4741855, 41.772455, -71.369479, 41.861713], 'properties': {}}","Providence, RI",city,7b93be1d864cedbb
35,{'place_id': '00f751614d8ce37b'},1410035633221943296,2021-06-30T00:41:06.000Z,"Greyhound's station buildings - where you can wait indoors, out of the elements, with bathrooms, in a seat, with some kind of dignity - makes them one of the only ways poor people that are elderly or have disabilities *can* do intercity travel in America. Closing them is cruel. https://t.co/qDP8hB4aSY",907612831687888897,en,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 20, 'quote_count': 0}",@ebrpschools Executive Director of School Improvement ✨ @USCRossier doctoral student ✨ She/Ella ✨ Tweets are my own.,Katie Rossini,1285400910106066950,False,False,"Baton Rouge, LA",katierossini,US,United States,Omaha,"{'type': 'Feature', 'bbox': [-96.234587, 41.175884, -95.872275, 41.375558], 'properties': {}}","Omaha, NE",city,a84b808ce3f11719
36,{'place_id': '4015afc69a8a8506'},1405206119853723648,2021-06-16T16:50:21.000Z,"COVID-19 vaccine facts and social stories [https://t.co/5OHENfQ0sz] from Rutgers
 
Fact sheets and more [https://t.co/5OHENfQ0sz] from the Center for Dignity in Healthcare for People with Disabilities.",925027385350684672,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","I care about public education, social justice and Beyoncé’s general health & well-being. She/her. BLM.",Ms. Becker - 🇺🇦🌻,2690307180,False,False,"Minneapolis, MN",MsUrsulaBecker,US,United States,Denver,"{'type': 'Feature', 'bbox': [-105.109815, 39.614151, -104.734372, 39.812975], 'properties': {}}","Denver, CO",city,b49b3053b5c25bf5
